;marca;preco
941;Kit Processador Intel Core i3-10105 + Placa Mãe Gigabyte H510M (Rev.1.0), Intel LGA1200, mATX+ Memória XPG Spectrix D41 RGB, 8GB, 3000MHz, DDR4;R$ ---
942;Kit Processador Intel Core i5-12400 + Placa Mãe Gigabyte B660M DS3H, Intel LGA 1700, mATX, DDR4 + Memória KLEVV BOLT X 8GB, 3200MHz, DDR4;R$ ---
943;Kit Upgrade Processador Amd Ryzen 5 5600x + Placa Mãe Gigabyte  A520m S2h + Memória 8gb Ddr4;R$ ---
944;Kit Upgrade Upgrade Intel Core I3 10100f, 16gb Ddr4, Placa Mãe Asus Prime H410;R$ ---
945;Kit Processador Intel Core i3-10100 + Placa Mãe Gigabyte B660M DS3H, Intel LGA 1700, mATX, DDR4 + Memória KLEVV BOLT X 8GB, 3200MHz, DDR4;R$ ---
946;Kit Upgrade, Processador AMD Ryzen 5-1600, Placa Mãe Biostar B450MH e Cooler Core Plus ARGB Aerocool;R$ ---
947;Kit Upgrade Processador Amd Ryzen 5 5600x + Placa Mãe Gigabyte  B550m Aorus Elite + Memória 8gb Ddr4;R$ ---
948;Kit Processador Intel Core i5-10400 + Placa Mãe Gigabyte H410M H V3 (Rev. 1.0), Intel LGA1200, mATX + Memória KLEVV BOLTX 8GB, 3200MHz,  DDR4;R$ ---
949;Kit Processador Intel Core i5-10400 + Placa Mãe Gigabyte H510M (Rev.1.0), Intel LGA1200, mATX, DDR4 + Memória Crucial Ballistix, 8GB, DDR4;R$ ---
950;Computador Skill Intel I5, 8gb Ddr4, Hd 1tb, Geforce Gt,  Placa Mãe Asus, Monitor 19,5´´ - 38156;R$ ---
951;Kit Processador Intel Core i7-11700K + Placa Mãe Asus TUF GAMING Z590-PLUS WIFI, ATX+Memória Corsair Vengeance RGB Pro 16GB(2x8GB) 3200MHz DDR4;R$ ---
952;Kit Processador Intel Core i9-12900K + Placa Mãe Gigabyte Z690 GAMING X (rev. 1.0), LGA 1700, ATX +  Memória XPG Spectrix D50, 16GB, 3200MHz;R$ ---
953;Kit Upgrade Processador Amd Ryzen™ 7 5800x + Placa Mãe Gigabyte  A520m S2h + Memória 8gb Ddr4;R$ ---
954;Kit Upgrade Intel Core I3 10100f, Memória Pc4 Ddr4 8gb, Placa Mãe H410m-e;R$ ---
955;Kit Upgrade Intel Core I5 10400f, Memória Pc4 Ddr4 16gb, Placa Mãe H410m-e;R$ ---
956;Kit Upgrade - Processador Intel I3 10100F + Placa Mãe MSI H510-A Pro + Memória 8GB DDR4, 2666MHz;R$ ---
957;Kit Upgrade - Processador Intel I3 10100F + Placa Mãe MSI H510-A Pro + Memória 2x 8GB DDR4, 2666MHz;R$ ---
958;Kit Upgrade Neologic Nli83107 Amd Ryzen 5 5600g, Placa Mãe Asus Am4 B550m-plus Tuf Gaming;R$ ---
959;Kit Upgrade Neologic Nli83108 Amd Ryzen 7 5700g, Placa Mãe Asus Am4 B550m-plus Tuf Gaming;R$ ---
960;Kit Upgrade Skill Gamer, Intel Core i3 10100  Décima Geração, Placa Mãe Asus H410M-E, 8GB DDR4, SSD 120GB, 4.30Ghz;R$ ---
961;Kit Upgrade Skill Gamer, Intel Core i5 10400F Décima Geração, Placa Mãe Asus H410M-E, 8GB DDR4, 4.30Ghz;R$ ---
962;Kit Placa de Vídeo Zotac NVIDIA GeForce RTX 3090 Trinity, 24GB, GDDR6X - ZT-A30900D-10P + Placa Mãe Gigabyte Z590M GAMING X (rev. 1.0), LGA1200;R$ ---
963;Kit Upgrade Processador Intel® Core™ I5 10400f + Placa Mãe Gigabyte H510m-h  + Memória 8gb Ddr4;R$ ---
964;Kit Upgrade Processador Amd Athlon™ 3000g + Placa Mãe Gigabyte  A520m S2h + Memória 8gb Ddr4;R$ ---
965;Computador Skill Intel Core i5, 8GB DDR4, SSD 240GB, GEFORCE GT,  Placa Mãe ASUS - 38125;R$ ---
966;Kit Upgrade Gamer - Processador Intel Core I5 9400F, 9a Geração + Placa Mãe Asrock Fatal1ty B360M, Performance;R$ ---
967;Kit Upgrade Neologic Nli83092 Amd Ryzen 5 5600g,placa Mae Asus Am4 B550m-plus Tuf Gaming, Memoria Neologic 8gb 3000mhz - Nl8gb;R$ ---
968;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR H310M-Plus LGA 1151, 8GB DDR4, SSD 240GB;R$ ---
969;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR H310M-Plus LGA 1151, SSD 240GB;R$ ---
970;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR H310M-Plus LGA 1151, Memória 8GB DDR4 3000Mhz, SSD 120GB;R$ ---
971;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR B360M-Plus LGA 1151;R$ ---
972;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR B360M-Plus LGA 1151, SSD 120GB;R$ ---
973;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR H310M-Plus LGA 1151;R$ ---
974;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR H310M-Plus LGA 1151, 8GB DDR4, SSD 480GB;R$ ---
975;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR H310M-Plus LGA 1151, SSD 120GB;R$ ---
976;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR H310M-Plus LGA 1151, SSD 480GB;R$ ---
977;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR H310M-Plus LGA 1151, Memória 8GB DDR4;R$ ---
978;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR B360M-Plus LGA 1151, SSD Kingston 240GB;R$ ---
979;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR B360M-Plus, 8GB DDR4, SSD 240GB;R$ ---
980;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASUS TUF Gaming/BR B360M-Plus LGA 1151, SSD 480GB;R$ ---
981;Kit Upgrade Skill Gamer, Intel Core i5 9400F 4.10Ghz Nona Geração, Placa mãe ASROCK Fatal1ty B360M Performance LGA 1151;R$ ---
982;Kit Upgrade Neologic Nli83095 Amd Ryzen 7 5700g, Placa Mae Asus Am4 B550m-plus Tuf Gaming, Memoria Neologic 16gb  2x8gb  3000mhz - Nl8gb;R$ ---
983;Kit Upgrade Neologic Nli83094 Amd Ryzen 7 5700g, Placa Mae Asus Am4 B550m-plus Tuf Gaming, Memoria Neologic 8gb 3000mhz - Nl8gb;R$ ---
984;Kit Upgrade Neologic Nli83093 Amd Ryzen 5 5600g, Placa Mae Asus Am4 B550m-plus Tuf Gaming, Memoria Neologic 16gb (2x8gb) 3000mhz - Nl8gb;R$ ---
985;Computador Skill Intel Core i7, 16GB DDR4, SSD 480GB, Intel UHD 630, Placa Mãe ASUS - 38138;R$ ---
986;Kit Upgrade Skill Gamer, Intel Core i5 10400 4.30Ghz Décima Geração, Placa Mãe Asus H410M-E, SSD 480GB;R$ ---
987;Kit Upgrade Skill Gamer, Intel Core i5 10400 4.30Ghz Décima Geração, Placa Mãe Asus H410M-E, 8GB DDR4, SSD 480GB;R$ ---
988;Computador Intel Core i5 9ª Geração 16GB, DDR4, HD 1TB, GEFORCE GT, Placa mãe ASUS, Skill HomeJob;R$ ---
989;Desktop Slim Essential com Processador Intel Core i7 (10ª Geração), Placa Mãe H410, 16GB DDR4, SSD 512GB, HDMI, Windows 10;R$ ---
990;Desktop Slim Essential com Processador Intel Core i7 (10ª Geração), Placa Mãe H410, 8GB DDR4, SSD 512GB, HDMI, Windows 10;R$ ---
991;Desktop Slim Essential com Processador Intel Core i7 (10ª Geração), Placa Mãe H410, 16GB DDR4, HD 1TB, HDMI, Windows 10;R$ ---
992;Desktop Slim Essential com Processador Intel Core i5 (10ª Geração), Placa Mãe H410, 8GB DDR4, SSD 256GB, HDMI, Windows 10;R$ ---
993;Desktop Slim Essential com Processador Intel Core i5 (10ª Geração), Placa Mãe H410, 8GB DDR4, SSD 512GB, HDMI, Windows 10;R$ ---
994;Desktop Slim Essential com Processador Intel Core i3 (10ª Geração), Placa Mãe H410, 4GB DDR4, SSD 256GB, HDMI, Windows 10;R$ ---
995;Desktop Slim Essential com Processador Intel Pentium (10ª Geração), Placa Mãe H410, 8GB DDR4, HD 1TB, Windows 10;R$ ---
996;Desktop Slim Essential com Processador Intel Pentium (10ª Geração), Placa Mãe H410, 8GB DDR4, SSD 512GB, Windows 10;R$ ---
997;Desktop Slim Essential com Processador Intel Pentium (10ª Geração), Placa Mãe H410, 8GB DDR4, SSD 256GB, Windows 10;R$ ---
998;Computador Skill Intel i3 9ª Geração 8GB DDR4, SSD 240GB, GeForce GT,  Placa Mãe ASUS - 38121;R$ ---
999;Computador Intel Core i5 9ª Geração 8GB, DDR4, SSD 480GB, GEFORCE GT, Placa mãe ASUS, Skill HomeJob;R$ ---
1000;Kit Processador Intel Core i5-10400, LGA 1200 + Placa Mãe ASRock B560M-HDV, Intel LGA1200, Micro ATX + Memória XPG Gammix D30, 8GB, 3200MHz;R$ ---
1001;Computador Intel Core i7 9ª Geração 8GB, DDR4, HD 1TB, Intel UHD 630, Placa mãe ASUS, Skill HomeJob;R$ ---
1002;Kit Bateria Mitsubishi Cr2032 Com 20 Unidades Para Placa Mãe;R$ ---
1003;Kit Upgrade, Neologic, Nli83439, AMD Ryzen 5 5600g, Placa Mae Gigabyte Am4 B550m Aorus Elite, Memoria Neologic 8GB 3000mhz - Nl8gb;R$ ---
1004;Kit Upgrade, Neologic, Nli83441, AMD Ryzen 7 5700G, Placa Mae Gigabyte Am4 B550m Aorus Elite, Memoria Neologic 8gb 3000mhz - Nl8gb;R$ ---
1005;Kit Upgrade, Neologic, Nli83438, AMD Ryzen 7 5700G, Placa Mae Gigabyte Am4 B550m Aorus Elite;R$ ---
1006;Kit Upgrade, Neologic, Nli83442, Amd Ryzen 5 5600g, Placa Mae Gigabyte Am4 B550m Aorus Elite, Memoria, Neologic, 16GB 2x8GB 3000MHZ - Nl8gb;R$ ---
1007;Kit Upgrade, Neologic, Nli83440, AMD Ryzen 7 5700G, Placa Mae, Gigabyte Am4 B550m Aorus Elite, Memoria, Neologic 16GB 2x8GB 3000MHZ - Nl8GB;R$ ---
1008;Kit Upgrade, Neologic, Nli83437, AMD Ryzen 5 5600g, Placa Mae Gigabyte Am4 B550m Aorus Elite;R$ ---
1009;Computador Intel Core i7 9a Geração 16GB, DDR4, HD 1TB, Intel UHD 630, Placa mãe ASUS, Skill HomeJob;R$ ---
1010;Computador Intel Core i7 9ª Geração 8GB, DDR4, SSD 240GB, Intel UHD 630, Placa mãe ASUS, Skill HomeJob;R$ ---
1011;Computador Intel Core i7 9ª Geração 8GB, DDR4, SSD 480GB, Intel UHD 630, Placa mãe ASUS, Skill HomeJob;R$ ---
1012;Computador Skill Intel I3, 8gb Ddr4, Ssd 480gb, Monitor 19,5´´, Geforce Gt, Placa Mãe Asus - 38155;R$ ---
1013;Kit Processador Intel Core i5-10400, Cache 12MB, 2.9GHz + Placa Mãe Asus Prime H510M-E, Intel LGA 1200, microATX, DDR4;R$ ---
1014;Computador Skill  Intel Core i5 9ª Geração, 16GB DDR4, SSD 240GB, GEFORCE GT, Placa Mãe ASUS - 38129;R$ ---
1015;Computador Skill, Intel Core i5 9ª Geração, 16GB, DDR4, SSD 480GB, Placa de vídeo GEFORCE GT, Placa mãe ASUS;R$ ---
1016;"Computador Completo Intel Pentium 8a Geração, 8GB DDR4, HD 1TB, Placa de vídeo Intel UHD 610, Placa mãe ASUS + Monitor 19.5"", Skill HomeJob";R$ ---
1017;Kit Upgrade Neologic Nli83097 Intel Core I3-10100f 3.6ghz, Placa Mae Gigabyte H410m-h Ultra Durable, Memoria Neologic 16gb 2x8gb  3000mhz - Nl8gb;R$ ---
1018;Kit Upgrade Neologic Nli83099 Intel Core I5-10400f 2.9ghz, Placa Mae Gigabyte H410m-h Ultra Durable, Memoria Neologic 16gb 2x8gb 3000mhz - Nl8gb;R$ ---
1019;Kit Upgrade Neologic Nli83100 Intel Core I7-10700f 2.9ghz, Placa Mae Gigabyte H410m-h Ultra Durable, Memoria Neologic 8gb 3000mhz - Nl8gb;R$ ---
1020;Kit Upgrade Neologic Nli83096 Intel Core I3-10100f 3.6ghz, Placa Mae Gigabyte H410m-h Ultra Durable, Memoria Neologic 8gb 3000mhz - Nl8gb;R$ ---
1021;Kit Upgrade Neologic Nli83098 Intel Core I5-10400f 2.9ghz, Placa Mae Gigabyte H410m-h Ultra Durable, Memoria Neologic 8gb 3000mhz - Nl8gb;R$ ---
1022;Kit Upgrade Neologic Nli83101 Intel Core I7-10700f 2.9ghz, Placa Mae Gigabyte H410m-h Ultra Durable, Memoria Neologic 16gb 2x8gb 3000mhz - Nl8gb;R$ ---
1023;Computador Intel Core i7 9ª Geração 8GB, DDR4, SSD 120GB, HD 3TB, Intel UHD 630, Placa mãe ASUS, Skill HomeJob;R$ ---
1024;Kit Processador AMD Ryzen 5 5600G, 3.9GHz (4.4GHz Max Turbo) + Placa Mãe Gigabyte A520M S2H, AMD AM4, DDR4;R$ ---
1025;"Computador Completo Intel Pentium 8a Geração, 4GB DDR4, SSD 480GB, Placa de vídeo Intel UHD 610, Placa Mãe ASUS + Monitor 19.5"", Skill HomeJob";R$ ---
1026;Computador Intel Core i7 9ª Geração 16GB, DDR4, SSD 120GB, HD 3TB, Intel UHD 630, Placa mãe ASUS, Skill HomeJob;R$ ---
1027;Computador Skill HomeJob, Intel Core i7 9ª Gen, 16GB DDR4, SSD 240G, Intel UHD 630, Placa mãe Asus;R$ ---
1028;"Computador Completo Intel Pentium 8a Geração, 4GB DDR4, SSD 120GB + HD 3TB, Intel UHD 610, Placa Mãe ASUS + Monitor 19.5"", Skill HomeJob";R$ ---
1029;Kit Processador Intel Core i5-12400 (4.4GHz Max Turbo), LGA 1700 + Placa Mãe Gigabyte B660M DS3H, Intel LGA 1700, mATX, DDR4, M.2 NVME;R$ ---
1030;Computador Completo Monitor 19.5´´ Intel Pentium 8ª Geração 4GB DDR4 SSD 240GB (Placa de vídeo Intel UHD 610) Placa mãe ASUS Skill HomeJob;R$ ---
1031;Computador Completo, Monitor 19.5'', Intel Pentium 8a Geração, 4GB DDR4, HD 1TB, Placa de vídeo Intel UHD 610, Placa mãe ASUS - Skill HomeJob;R$ ---
1032;Kit Processador Intel Core i3-10105, Cache 6MB, 3.7GHz (4.4GHz Max Turbo) + Placa Mãe Gigabyte H510M (rev.1.0), Intel LGA1200, ATX, DDR4;R$ ---
1033;Kit Processador Intel Core i3-10105, Cache 6MB, 3.7GHz (4.4GHz Max Turbo) + Placa Mãe Asus Prime H510M-E, Intel LGA 1200, microATX, DDR4;R$ ---
1034;Kit Processador Intel Core i3-10105F, Cache 6MB, 3.7GHz (4.4GHz Max Turbo) + Placa Mãe Gigabyte H510M (rev.1.0), Intel LGA1200, ATX, DDR4;R$ ---
1035;Kit Processador Intel Core i5-10400, Cache 12MB, 2.9GHz (4.3GHz Max Turbo) + Placa Mãe Gigabyte H510M (rev.1.0), Intel LGA1200, ATX, DDR4;R$ ---
1036;Kit Processador Intel Core i3-10105F, Cache 6MB, 3.7GHz (4.4GHz Max Turbo) + Placa Mãe Asus Prime H510M-E, Intel LGA 1200, microATX, DDR4;R$ ---
1037;"Computador Skill HomeJob Completo Monitor 19.5"", Intel Core i7, 9ª Geração, 8GB DDR4, HD 1TB, Intel UHD 630, Placa mãe ASUS";R$ ---
1038;Kit Processador Intel Core i5-11400 11ª Geração, Cache 12MB, 2.6 GHz (4.4GHz Turbo) + Placa Mãe Gigabyte B560M AORUS ELITE (rev. 1.0);R$ ---
1039;Computador Skill HomeJob Completo Intel Core i3 9100F 9ª Geração 8GB DDR4, Monitor 19.5´, HD 1TB, (Placa de vídeo GEFORCE GT) Placa mãe ASUS;R$ ---
1040;Kit Processador Intel Core i5-10400, Cache 12MB, 2.9GHz (4.3GHz Max Turbo), LGA 1200 + Placa Mãe ASRock B560M-HDV, Intel LGA1200,Micro ATX,DDR4;R$ ---
1041;Cooler FAN Rise Mode Aqua Motherboard, 120mm, RGB, 12V - RM-MB-03-12V;R$ ---
1042;Camera Bullet Hikvision 4.0 Ds-2ce16c0t-irp 2.8 1 Mb Ir20 4 Em 1 (0000003297223);R$ ---
1043;Processador AMD Ryzen Threadripper Pro 5995WX, 256 MB,  64 Núcleos, SP3 WOF - 100-100000444WOF;R$ ---
1044;HD PC Seagate, 8TB, Surveillance SkyHawk, 7200 RPM, 256 MB, SATA 6.0 GB/s - ST8000VX0022;R$ ---
1045;Processador AMD Ryzen Threadripper Pro 5965WX, 128 MB, 24 Núcleos, SP3 - 100-100000446WOF;R$ ---
1046;Módulo Externo Para Nobreak 24v Para 2 Baterias Com Cabo Para Conexão Integrado Mb 2 A40/27 Ragtech;R$ ---
1047;Cooler FAN Rise Mode Aqua Motherboard, 120mm, ARGB, 5V - RM-MB-03-5V;R$ ---
1048;Mini Computador Intel I3-6100 3.7Ghz Mb Gigabyte H110tn-M Mem. 4Gb Ddr Hd 500Gb Hdmi/Displayport Fon;R$ ---
1049;Mini Computador Pentium G4560 3.5Ghz Mb Gigabyte H110tn-M Mem. 4Gb  Ddr4 Ssd 160Gb Hdmi/Displayport;R$ ---
1050;Mini Computador Pentium G4560 3.5Ghz Mb Gigabyte H110tn-M Mem. 4Gb Ddr4 Hd 500Gb Hdmi/Displayport Fo;R$ ---
1051;Celular Positivo 512 MB de RAM e 4 GB de ROM P70S;R$ ---
1052;Processador Intel Core I5-4570, 3.2ghz (3.6ghz Turbo Máx.), Cache 6 Mb, Lga1150, Oem;R$ ---
1053;Cooler Fan Rise Mode Galaxy Motherboard 120mm, Rgb, 12v, Sled - Rm-mb-01-12v;R$ ---
1054;Fan Rise mode Branca Galaxy Motherboard;R$ ---
1055;Seagate St31000424ss, Hdd 1tb, Sas 6 G ,Enterprise Storage, 7200 Rpm, 16 Mb;R$ ---
1056;Caixa de Som, Mb Tech Bluetooth, fm, Pen Drive, 20w;R$ ---
1057;HD SSD 256GB M.2 XPG SX8100, Leitura 3500 e Gravação 1200 MB por Segundo - ASX8100NP-256GT-C;R$ ---
1058;HD SSD Kingston A400 Sata 3, 240GB, Leitura 500 MB por Segundo - SA400S37 240G;R$ ---
1059;HD SSD Crucial BX500 Sata 3, 2TB, 540-500 MB por Segundo - CT2000BX500SSD1;R$ ---
1060;HD SSD PNY CS900 Sata 3, 120GB, 515-490 MB por Segundo;R$ ---
1061;Microfone Gooseneck Com Chamada - Toque Musical Msf 460 Mb Tsi;R$ ---
1062;Kit Placa de Vídeo Gigabyte NVIDIA GeForce RTX 3080 Ti VISION OC 12G LHR + Fonte XPG Core Reactor, 750W + COOLER FAN RISE MODE AQUA MOTHERBOARD;R$ ---
1063;Kit Placa de Vídeo Zotac Gaming NVIDIA GeForce GTX 1660 Super AMP + Fonte Corsair CV450 + COOLER FAN RISE MODE AQUA MOTHERBOARD, 120MM, RGB, 12;R$ ---
1064;Processador Intel Pentium Gold G5420 Cache De 4 Mb 3.80 Ghz;R$ ---
1065;Notebook Lenovo L380, I5 8350u Vpro Mb, 8gb, 256gb, W10 P64-brl;R$ ---
1066;Processador AM4 A8 9600, 3.4 GHz, Bristol Ridge, 2 Mb Cache, Quad Core, AMD, Box;R$ ---
1067;Hd Wd Purple 6tb 5640 Rpm 3.5  Sata Cache 128 Mb Wd62purz;R$ ---
1068;Caixa De Som Potente Bluetooth Portatil Com Microfone 8w Mb Tech;R$ ---
1069;Computador Home H100 - Dual Core J1800 2.41ghz MB Asrock Mem 8GB DDR3 Sodimm SSD 240GB 1 Serial 1 Paralela Fonte 200W;R$ ---
1070;Computador Home H100 - Dual Core J1800 2.41ghz MB Asrock Mem 4GB DDR3 Sodimm SSD 120GB 1 Serial 1 Paralela Fonte 200W;R$ ---
1071;Computador Home H100 - Dual Core J1800 2.41ghz Mb Asrock Mem 8GB DDR3 Sodimm SSD 120GB 1 Serial 1 Paralela Fonte 200W;R$ ---
1072;Headset Impact Mb Pro 1 Uc Ml Sennheiser;R$ ---
